symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
ZNF71	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	No data	No data	0.8818532818532818	No data	0	No data	No data	0	-1	-1
H2AZ2	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	1	No data	0.17065637065637063	No data	0	No data	No data	-0.9414049999999999	-1	-1
HBQ1	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0	No data	0.9675675675675677	0	0	No data	No data	-0.04929500000000005	0.75	0.5
FFAR4	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	1	0	1	1	0	0.32132999999999967	1	0.12377275234418095	-0.8451832999158476	0	No data	No data	0	0.75	0.5
SLC2A9	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	1	0	0	0	0	0.04629499999999993	No data	0.09817981246552665	-0.7206958461685437	0	No data	No data	0	0.5	0
CAPZA1	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.8251750000000001	No data	-0.863099834528406	0	0	No data	No data	-0.6678325	-1	-1
CYP3A43	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	1	0	0	0	1	0	0	No data	-0.021400992829564203	0	0	No data	No data	-0.3936375000000002	1	0.5
POU4F3	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.9556199999999997	No data	-0.6138996138996139	-0.7413822626772623	0	No data	No data	-0.34911250000000005	No data	No data
CMIP	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.9223799999999998	No data	-0.9631549917264203	No data	0	No data	No data	No data	-1	-1
PDLIM5	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	1	0	0	0	0	0	No data	-0.10568119139547716	-0.8554062071699253	0	No data	No data	0	0.75	-1
ARMCX1	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.23840999999999965	No data	No data	0	0	No data	No data	0	-1	-1
SHPRH	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.2810450000000003	No data	-0.5755102040816327	0	0	No data	No data	0	-1	-1
RASGEF1C	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.7317599999999999	No data	-0.5483728626585769	No data	0	No data	No data	-0.2221025000000001	1	0.5
MRAS	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.8317300000000003	No data	-0.7464975179260893	-0.22399627419496526	0	No data	No data	0	0.5	-1
DRC2	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.028925000000000266	No data	0.061334804191947034	-0.8006509473578161	No data	No data	No data	0	0.5	0
BEND5	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.9287399999999998	No data	-0.358742415885273	No data	0	No data	No data	No data	-1	0
LINC00839	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
HS3ST1	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.4136800000000001	No data	-0.42327633756205185	No data	0	No data	No data	0	0.5	0
SPR	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	1	1	1	0	No data	0.70292333149476	-0.8422389821542803	0	No data	No data	No data	-1	0
MRPS24	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.19161500000000017	No data	0.1596249310535025	No data	0	No data	No data	No data	-1	-1
KDF1	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	1	0	0	0	0	0.5603000000000001	No data	-0.6093767236624379	-0.6171358740163468	0	No data	No data	No data	-1	0
SLC35F3	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0	No data	-0.43872035300606727	No data	0	No data	No data	0	1	0.5
ZNF266	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0	No data	0.6599007170435742	-0.3074028175658705	0	No data	No data	0	-1	-1
FAM181A	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0	No data	-0.3224489795918367	No data	0	No data	No data	0	0.75	0.5
MIX23	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.82639	No data	0.08560397131825703	No data	0	No data	No data	No data	-1	-1
BDH1	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.2857149999999997	No data	0.37286265857694434	No data	0	No data	No data	0	1	0
SLC25A22	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.7832799999999999	No data	0.0820739106453392	No data	0	No data	No data	-0.08668750000000003	0.5	0
SNRPA1	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.9019599999999997	No data	-0.560838389409818	No data	-1	No data	No data	0	-1	-1
TNFAIP8L3	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.5343150000000001	No data	0.4376172090457804	No data	0	No data	No data	0	0.5	0
GEMIN6	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.28143499999999977	No data	0.5670159955874241	No data	-1	No data	No data	No data	-1	-1
RPRD1B	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.9693249999999999	No data	-0.8200772200772201	0	0	No data	No data	-0.14110499999999995	0.5	-1
FIBP	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.8599449999999997	No data	0.07060121345835624	0	0	No data	No data	No data	-1	-1
CPN2	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	1	0	0	0	0	No data	0.8667402095973524	No data	0	No data	No data	0	1	0.5
FAM151B-DT	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
EPPK1	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0	No data	0.9568670711527854	0	No data	No data	No data	0	1	0
LTC4S	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	1	1	1	0.4	No data	0.7808052950910094	-0.5125788446000451	0	-1	No data	0	-1	0
RASAL3	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	1	0	0	0	0	0.03560999999999979	No data	0.11649200220628786	-0.30056984143630977	0	No data	No data	0	0.75	0
TSHZ2	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0	0	0	0	0	0.5212749999999999	No data	-0.7883066740209598	No data	0	No data	No data	0	-1	0
TTK	0.07386239189104092	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5950830176314079	0.049628450679224015	No data	0.5	0	0	1	1	1	0	1	-0.483177054605626	0	-1	No data	No data	0	0.75	0
SLC5A2	0.07384647743828622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6073592399694753	No data	No data	1	1	0	1	1	0	0.53125	1	0.40154440154440163	-0.3508419754899991	0	No data	No data	0	1	0.5
EMID1	0.07380304375912003	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6070020144486034	No data	No data	No data	0	1	0	0	0	0.029345	No data	0.044015444015444105	No data	0	No data	No data	0	0.5	0
TMEM176B	0.0737722454378963	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6067487099495984	No data	No data	No data	1	0	0	0	0	0	No data	0.46111417539988975	-0.22574289577974915	0	No data	No data	0	1	-1
CDK9	0.07370859557403395	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6062252139849885	No data	No data	0.75	0	0	1	1	1	0.9327950000000002	1	0.29873138444567027	0	-1	No data	No data	0	-1	-1
DOK3	0.07368816602095556	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07202291255037678	No data	0.5880514605297211	No data	1	0	0	0	0	0	No data	0.6629895201323772	-0.18397184779620018	0	No data	No data	0	0.75	0
EPCAM	0.07366547674591252	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5993352697785566	0.026141232863460116	No data	1	1	0	0	0	0	0.07643500000000003	No data	0.5514616657473801	-0.8791077942984573	0	No data	No data	0	0.5	0
XIAP	0.07358383338494112	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6051990923475999	No data	No data	No data	1	0	1	1	0	0.46679999999999994	0	No data	-0.8666432642567734	0	No data	No data	0	-1	0
MCM10	0.07356637460673646	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5890061274684157	0.06419749222778719	No data	No data	0	0	0	0	0	0	No data	-0.05261996690568116	-0.6729344646244034	-1	No data	No data	No data	0.5	0.5
CX3CL1	0.0734932711812879	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5823437991695685	0.08844181374531555	No data	0.5	1	1	0	0	0	0	No data	-0.5995587424158852	0	0	No data	No data	0	-1	0
ADGRF4	0.07346426222565905	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.60421566495955	No data	No data	No data	0	0	0	0	0	0	No data	0.5703254274682845	0	0	No data	No data	0	0.5	0.5
STK24	0.07344204576469167	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6040329430029172	No data	No data	No data	0	0	1	1	1	0.75638	1	-0.6519580805295091	-0.11059673298647571	0	-1	No data	-0.2981449999999999	-1	-1
IFNG	0.07342926792180972	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6039278500965194	No data	No data	1	0	1	0	1	0	0	No data	0.22371759514616651	-0.9682076841562822	0	No data	No data	No data	0.75	0.5
TGIF1	0.07340038243125598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5986636802775489	0.020106390503961496	No data	No data	0	0	0	0	0	0.485295	No data	-0.7124103695532267	-0.8586098292379948	0	No data	No data	0	-1	-1
CBX5	0.07332781309189461	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6030934226393673	No data	No data	No data	0	0	0	1	0	0.8952899999999999	No data	-0.40220628792057367	-0.15502371573125923	0	No data	No data	-0.04450249999999993	0.5	-1
GLIPR2	0.07315393710767695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5714549497549237	0.1208336357158691	No data	No data	0	0	0	0	0	0.6753250000000002	No data	0.8869277440706012	No data	0	No data	No data	0	-1	-1
PITX1	0.0731155087267087	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5921599561139882	0.03674937490547925	No data	No data	0	0	0	0	0	0.8407649999999997	No data	-0.6028681742967457	-0.8793790988476041	0	No data	No data	-0.10031749999999988	0.5	0
CPSF7	0.07308954931743707	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6011337935549911	No data	No data	No data	0	0	0	0	0	0.9350650000000001	No data	-0.9867622724765582	0	0	No data	No data	0	-1	-1
PCBP4	0.07306245323951957	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4475656200111118	No data	0.48901953359878797	No data	0	0	0	0	0	0.8759300000000003	No data	-0.4073910645339217	-0.1367705914349518	0	No data	No data	0	0.5	-1
RELA	0.0730225032042592	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6005823647291999	No data	No data	0.75	0	0	1	1	0	0.43738499999999975	0	-0.7947049089906233	-0.942842432298456	0	-1	No data	0	-1	-1
NUP107	0.07297148908607945	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6001627929754726	No data	No data	No data	0	0	0	0	0	0.5675649999999998	No data	-0.2325427468284611	0	-1	No data	No data	No data	-1	-1
EGLN3	0.07294044904418472	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5817345996503167	0.07269160306161972	No data	1	0	0	1	1	0	0.8326349999999998	No data	-0.28670711527854387	-0.8805178606526406	0	No data	No data	-0.01673749999999998	0.5	0
PODXL	0.07291961960766219	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5649165775872186	0.13927843448529564	No data	No data	1	0	0	0	0	0	No data	-0.56150027578599	-0.7756944526375076	0	No data	No data	No data	0.5	0
ALDH1L1	0.07285033645185611	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.599166358556462	No data	No data	No data	0	0	0	0	0	0.6119750000000004	No data	-0.25118587975730833	-0.6017599046773083	0	No data	No data	-0.3542124999999999	0.5	0
TEFM	0.07280723137288625	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5988118356474468	No data	No data	No data	0	0	0	0	0	0	No data	-0.273469387755102	-0.5108677546310344	0	No data	No data	No data	-1	-1
RUNX3	0.07276138450731576	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5984347625846029	No data	No data	No data	0	0	0	0	0	0.5421700000000002	No data	-0.4377275234418092	-0.8994571556033687	0	No data	No data	-0.12650499999999987	0.5	0
ARHGEF6	0.07255722364530329	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5713028636659294	0.10181101336583391	No data	No data	1	0	0	0	0	0.5554099999999998	No data	No data	-0.19873239480739047	0	No data	No data	-0.039947500000000066	-1	-1
CHKA	0.07243813705929097	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.595776175050506	No data	No data	0.25	0	0	1	1	1	0.2122549999999997	No data	-0.07225592939878656	-0.6429878436343874	0	No data	No data	0	-1	-1
RHOQ	0.07243765151820156	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5957721816593886	No data	No data	No data	0	0	0	0	0	0.9756100000000003	No data	-0.7134031991174848	No data	-1	No data	No data	-0.42683	0.5	-1
IFT88	0.07243765151820156	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5957721816593886	No data	No data	No data	0	0	0	0	0	0.4660200000000003	No data	0.1019305019305019	-0.9748863407537861	0	No data	No data	0	0.5	-1
CTSA	0.07243765151820156	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5957721816593886	No data	No data	No data	0	0	1	1	1	0.34375	No data	-0.20253723110865973	-0.9416394864513972	0	No data	No data	0	0.5	-1
R3HDM1	0.07243765151820156	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5957721816593886	No data	No data	No data	0	0	0	0	0	0.5458550000000002	No data	-0.8124655267512411	0	0	No data	No data	0	0.5	-1
SLC39A7	0.07240560958590536	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5844156966206716	0.044371809243189606	No data	No data	0	0	0	0	0	0.34968000000000005	No data	-0.22846111417539994	-0.5716429955725768	-1	No data	No data	0	-1	-1
SCN4B	0.07238775823781911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5547368528206043	0.16249990220158633	No data	No data	1	0	0	0	0	0	No data	0.5356867071152784	-0.2024466188616067	0	-1	No data	0	0.5	0
GSTM5	0.07238387058651523	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.567486512603848	0.11137336524474159	No data	No data	0	0	0	0	0	No data	No data	0.1776061776061777	-0.252974314124329	0	No data	No data	-0.6903675	1	0
STEAP2	0.07234404284562267	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5868220893612176	0.03272078602477621	No data	No data	0	0	0	0	0	0.8265300000000003	No data	-0.2204081632653061	0	0	No data	No data	0	1	0
EHD2	0.07230419212623207	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5946745288303676	No data	No data	No data	1	0	0	0	0	0.8342550000000003	No data	0.10060672917815783	No data	0	No data	No data	-0.27256	-1	0
WNT7A	0.07223067422883477	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5940698720364848	No data	No data	No data	0	1	0	0	0	0.9713450000000001	No data	-0.27589630446773306	-0.6289709981744301	0	No data	No data	-0.42693499999999995	0.5	0.5
MAPK6	0.0721917765078289	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5937499530493345	No data	No data	No data	0	0	1	1	1	0.7364750000000001	No data	-0.7254274682846111	-0.877852451585665	0	No data	No data	0	-1	-1
TMEM229A	0.07215020052011345	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5934080063353434	No data	No data	No data	1	0	0	0	0	0.02631500000000031	No data	0.2963044677330391	No data	0	No data	No data	0	0.5	0.5
ALKBH5	0.07199759608907871	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5921528928287216	No data	No data	No data	0	0	1	1	0	0.8604050000000001	0	-0.9621621621621621	0	0	No data	No data	No data	0.5	-1
EPOR	0.07186879395445599	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5910935441731777	No data	No data	1	1	0	0	1	0	0.08464499999999972	No data	-0.3055708769994484	-0.9543665341891185	0	No data	No data	0	-1	-1
HOXB7	0.07182002150156876	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5906924092653983	No data	No data	No data	0	0	0	0	0	0.7004600000000003	No data	0.398234969663541	0	0	No data	No data	0	1	0
CDK5	0.07167739671966293	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5895193745839334	No data	No data	0.75	1	0	1	1	0	0.9828749999999999	1	-0.5891891891891892	-0.7025542422308018	0	No data	No data	-0.03253500000000002	0.5	-1
KAT2A	0.07164348120109473	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.568585854129529	0.08261831276293394	No data	No data	0	0	1	1	1	0.862605	1	-0.5848869277440706	-0.8997519843648089	0	No data	No data	-0.23237750000000013	-1	0
IFNA1	0.07152721032521896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5882841485102256	No data	No data	0.5	0	1	0	0	0	0	No data	0.8764478764478765	No data	0	No data	No data	-0.9867725	No data	No data
TRIM44	0.07149316966734065	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5880041770232401	No data	No data	No data	1	0	0	0	0	0.6075600000000001	No data	-0.6190843905129619	-0.551243653830459	0	No data	No data	0	-1	-1
NEDD9	0.07148305315039907	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5447176468095176	0.17281330281108243	No data	No data	0	0	0	0	0	0.43644999999999995	No data	-0.7599558742415885	0	0	No data	No data	0	-1	-1
LINC01117	0.0714753066410309	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5878572604138174	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TCF21	0.07146261798772842	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5159448603060055	0.28723216300737203	No data	No data	0	0	0	0	0	0.8044699999999999	No data	-0.6542746828461115	-0.959996346635914	0	No data	No data	-0.06424500000000002	0.5	0
MTX2	0.07144261228481057	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5714549497549237	0.0645336479676035	No data	No data	0	0	0	0	0	0.8479100000000003	No data	0.23651406508549355	-0.6285074818796199	0	No data	No data	0	-1	-1
CENPL	0.07142858328309823	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5874729785340687	No data	No data	No data	0	0	0	0	0	0.2587200000000003	No data	-0.38212906784335354	No data	-1	No data	No data	No data	0.5	0
SUGP1	0.0713975416976498	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5872176732791746	No data	No data	No data	0	0	0	0	0	0.4573650000000001	No data	-0.5658025372311086	-0.7703818078651009	-1	No data	No data	0	-1	-1
RPLP1	0.07139050859659489	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5871598286932239	No data	No data	1	0	0	1	1	0	0.8684199999999997	No data	0.060231660231660156	-0.6438134729151446	-1	No data	No data	0	-1	-1
RENBP	0.07136058371218132	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5869137078803688	No data	No data	No data	No data	No data	0	0	0	0.16861999999999994	No data	No data	0	0	No data	No data	No data	0.5	0
MAPK12	0.07133207559122554	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5866792394090578	No data	No data	No data	0	0	1	1	0	0.6321550000000002	1	0.5937120794263651	No data	0	No data	No data	-0.12125249999999994	0.75	-1
MGLL	0.07113895443739177	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5850908912402161	No data	No data	0.5	0	0	1	1	1	0.07348500000000016	1	-0.6880308880308881	-0.7128585230954254	0	No data	No data	No data	-1	-1
NIT2	0.07095933209946274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5836135657071562	No data	No data	No data	0	0	0	0	0	0.4746400000000001	No data	0.45195808052950914	No data	0	No data	No data	0	0.5	-1
LTAP1	0.07095933209946274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5836135657071562	No data	No data	No data	0	0	0	0	0	0.7826099999999997	No data	-0.03585217870932156	-0.17073779750080204	No data	No data	No data	No data	-1	-1
ZDHHC11B	0.07095933209946274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5836135657071562	No data	No data	No data	0	0	0	0	0	0	No data	0.08086045228902372	0	No data	No data	No data	-0.7978425000000001	0.5	0
CDCA5	0.0709375413462226	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5482390203818166	0.1407812986125471	No data	No data	0	0	0	0	0	0	No data	-0.153557639271925	-0.13173594722701215	-1	No data	No data	No data	0.75	0
