symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
ULK2	0.009557745686429371	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07860882952450267	No data	No data	No data	0	0	1	1	0	0.681465	1	-0.34087148372862663	-0.05373224667943238	0	-1	No data	0	-1	-1
LHFPL3	0.009547479579354796	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07852439469150105	No data	No data	No data	0	0	0	0	0	0.7033900000000003	No data	-0.6346387203530061	No data	No data	No data	No data	-0.30084750000000005	0.75	0.5
MPPE1	0.00953141734569907	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07839228891795882	No data	No data	No data	0	0	0	0	0	0	No data	0.11141753998896853	No data	0	No data	No data	No data	-1	-1
CCL8	0.009519350445970461	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07829304324907663	No data	No data	No data	0	1	0	0	0	0	No data	0.8434638720353007	No data	0	No data	No data	-0.21717249999999985	-1	0
BTLA	0.009513500842648844	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07824493248264895	No data	No data	No data	1	0	0	0	0	0	No data	-0.33634859349145063	0	0	No data	No data	No data	1	0.5
DSC2	0.009511548204593785	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0782288727759954	No data	No data	No data	1	0	0	0	0	0	No data	-0.37628240485383346	-0.8031965422843396	0	No data	No data	-0.1620425000000001	0.5	0
RPL4	0.009511548204593785	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0782288727759954	No data	No data	1	0	0	1	1	0	0.6369999999999998	No data	-0.9653612796469939	No data	-1	No data	No data	No data	-1	-1
ECHDC1	0.009500083869764829	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07813458297463978	No data	No data	0	0	0	0	0	0.08637999999999976	No data	0.6496414782129067	-0.17073779750080204	0	No data	No data	0	-1	-1
KCNJ4	0.009496149043981921	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07810222052649297	No data	No data	No data	0	0	0	0	0	0.9101100000000002	No data	-0.8978488692774407	No data	0	No data	No data	-0.08988750000000004	0.75	0.5
NUCKS1	0.009496149043981921	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07810222052649297	No data	No data	No data	0	0	0	0	0	0.609055	No data	-0.8992829564258136	-0.8080204109755431	0	No data	No data	0	-1	-1
AP2A1	0.009485882936907346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07801778569349137	No data	No data	No data	0	0	0	0	0	0.9214649999999999	No data	-0.8614451185879757	-0.21805087018981428	0	No data	No data	-0.541885	-1	-1
MSI1	0.009485882936907346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07801778569349137	No data	No data	No data	0	0	0	0	0	0.9723750000000002	No data	-0.6612244897959183	-0.7954040649416066	0	No data	No data	-0.23342500000000008	1	0
CCDC181	0.009485882936907346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07801778569349137	No data	No data	No data	0	0	0	0	0	0	No data	-0.20452289023717596	0	0	No data	No data	No data	0.5	0
RNASEL	0.009485882936907346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07801778569349137	No data	No data	No data	0	0	0	1	0	0	No data	-0.2387203530060673	0	0	No data	No data	No data	-1	-1
SERPINF2	0.009485882936907346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07801778569349137	No data	No data	No data	0	1	0	0	0	0	No data	-0.6547159404302261	-0.1250770947412433	0	No data	No data	0	1	0
APCDD1	0.009485541963322398	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07801498131521109	No data	No data	1	0	0	0	0	0.5914400000000001	No data	-0.5868725868725868	-0.1606405871069294	0	No data	No data	0	0.5	0
CBR3	0.009473152964134873	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07791308650056937	No data	No data	No data	0	0	0	0	0	0.25992999999999994	No data	0.8777716492002205	-0.21797747014036806	0	-1	No data	-0.29603	0.5	0
NFASC	0.009470278613789006	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0751892187879373	0.010800909089315988	No data	No data	1	0	0	0	0	0.8104849999999999	No data	-0.8359624931053502	-0.6181395601197078	0	No data	No data	0	0.5	0
TPTE	0.009465350722758196	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07784891602748814	No data	No data	No data	0	0	0	0	0	0	No data	0.5939327082184225	-0.05228713452225198	No data	No data	No data	-0.5735025	1	1
DIO2	0.009465350722758196	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07784891602748814	No data	No data	No data	1	0	0	0	0	0.37729	No data	0.495973524544953	-0.24613636551791107	0	-1	No data	0	0.5	0
GIMAP2	0.009462592544698176	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	0.049894681267521133	No data	No data	0	0	0	0	1	No data	No data	0.3752895752895753	No data	0	No data	No data	0	0.5	0
CSTA	0.009454617965094846	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.07016150820041972	No data	No data	0	0	0	0	0	0	No data	0.41290678433535577	-0.5498696049048243	0	No data	No data	0	0.5	0
ATP6V1C1	0.009440650216014727	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03951550184475537	0.06776688827626473	No data	No data	0	0	0	0	0	0.9083750000000002	No data	0.33535576392719246	-0.08945751874593927	-1	No data	No data	-0.05759249999999998	-1	-1
CNKSR2	0.009440509451424115	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	0.06700581704393589	No data	No data	1	0	0	0	0	0.9274650000000001	No data	No data	-0.011453818198359778	0	No data	No data	0	0.75	0.5
MAGI1	0.009439069488647285	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.07003362788485874	No data	No data	0	0	0	0	1	0.0013700000000000045	No data	-0.6958632101489244	No data	0	No data	No data	0	-1	0
CACNA2D3	0.009439069488647285	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.07003362788485874	No data	1	0	0	1	0	0	0.9037599999999998	No data	-0.7360176503033646	-0.22574289577974915	0	No data	No data	0	0.5	0.5
GFAP	0.009438519901480947	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07762824270922017	No data	No data	No data	0	0	0	0	0	0.51389	No data	0.03894098179812455	-0.8079519768551169	0	No data	No data	0	1	0
CD5	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	0.5	1	0	0	0	0	0	No data	-0.2295642581356867	0	0	No data	No data	0	0.5	0
IK	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	No data	0	0	0	0	0	No data	No data	-0.3329288472145615	0	-1	No data	No data	0	-1	-1
CLGN	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	No data	0	0	0	0	0	0.008194999999999907	No data	-0.24225041367898514	0	0	No data	No data	0	0.5	0
RPS16	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	1	0	0	1	1	0	1	No data	-0.8757859900717043	No data	-1	No data	No data	0	-1	-1
ACTR3B	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	No data	0	0	0	0	0	0.9282299999999999	No data	-0.864092664092664	0	0	No data	No data	-0.7607649999999999	0.5	-1
NFKBIZ	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	No data	0	0	0	0	0	0	No data	-0.814561500275786	-0.676148665619074	0	No data	No data	0	1	-1
SLC17A9	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	No data	0	0	0	0	0	0.11696999999999988	No data	0.30899062327633753	-0.24306854304309372	0	No data	No data	0	0.5	0
RBMX2	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	No data	0	0	0	0	0	0	No data	No data	No data	-1	No data	No data	0	-1	-1
ACTR10	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	No data	1	0	0	0	0	0.76019	No data	0.3135135135135134	No data	-1	No data	No data	0	-1	-1
ACTR3C	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	No data	No data	No data	0	0	0	0.4761899999999997	No data	0.1428571428571428	0	0	No data	No data	-0.7738099999999999	0.5	0
OSR1	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	No data	0	0	1	1	0	0.8872199999999999	No data	-0.7238830667402096	-0.9416922278652456	0	No data	No data	-0.18232999999999996	0.5	0
GPR18	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	No data	1	0	1	1	0	0.2900300000000001	No data	0.43849972421400985	-0.015470268904061446	0	No data	No data	0	0.75	0.5
NAALADL2	0.009416894697366203	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07745038361572053	No data	No data	0	0	0	0	0	0	No data	0.2944291230005516	0	0	No data	No data	0	-1	0
MAP3K14	0.00941165851158553	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07740731797567364	No data	No data	No data	0	0	1	1	0	0.21330499999999972	1	-0.9145063430777717	-0.9230731982948228	No data	No data	No data	0	-1	-1
H2BC6	0.009406596151428357	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	0.06824672002121013	No data	No data	0	0	No data	No data	No data	1	No data	0.9089906232763376	0	-1	No data	No data	-1	-1	0
LSM2	0.009403754080310744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07734230702947845	No data	No data	No data	0	0	0	0	0	0.94737	No data	0.28328736900165463	0	-1	No data	No data	No data	-1	-1
SCAMP1	0.009403754080310744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07734230702947845	No data	No data	No data	0	0	0	0	0	0.9112450000000003	No data	-0.19051296194153333	No data	No data	No data	No data	0	-1	-1
AGXT	0.009403754080310744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07734230702947845	No data	No data	No data	0	0	1	1	0	0	No data	0.4543849972421401	-0.25767191728889277	0	No data	No data	0	1	0.5
EIF5AL1	0.009403754080310744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07734230702947845	No data	No data	No data	1	0	0	0	0	0.9025950000000001	No data	0.42184225041367895	-0.2968332104456023	0	No data	No data	-0.9512975000000001	1	0.5
EIF4G3	0.009400441387750607	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06839221473130737	0.03569138663831618	No data	No data	0	0	0	0	0	0.18952000000000027	No data	-0.948703805846663	0	0	No data	No data	0	-1	-1
UMODL1	0.009393487973236171	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07725787219647684	No data	No data	No data	1	0	0	0	0	0	No data	0.1960286817429675	0	0	No data	No data	0	0.5	1
LINC01537	0.009393487973236171	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07725787219647684	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
